Ancestor ID,FullName,PRIMARY County,Secondary County,Title,First Name,Nickname,Middle Name,Maiden Name,Surname,Suffix,Year Settled,Spouse,FIRST ADDED,2013,2014,2015,2016,2017,2018,2019,Total Applicants Using This Ancestor
anc00222,"MILLHOLLAN, James",Clark,,,James,,,,Millhollan,,,"MILLHOLLAN, Elizabeth (Taylor) ",2018,0,0,0,0,0,1,0,1
anc00223,"SCOTT, George",Clark,,,George,,,,Scott,,,,2018,0,0,0,0,0,1,0,1
anc00224,"WALKER, James",Clark,,,James,,,,Walker,,,,2018,0,0,0,0,0,1,0,1
anc00225,"WILBER, Charles",Clark,,,Charles,,,,Wilber,,,,2018,0,0,0,0,0,3,0,3
anc00226,"WILBER, Gilbert Garrett",Clark,,,Gilbert,,Garrett,,Wilber,,,,2018,0,0,0,0,0,3,0,3
anc00227,"WILBER, Mary (Scidmore)",Clark,,,Mary,,,Scidmore,Wilber,,,,2018,0,0,0,0,0,3,0,3
anc00228,"BROWN, Robert",Floyd,,,Robert,,,,Brown,,,,2018,0,0,0,0,0,3,0,3
anc00229,"CLARK, John",Floyd,,,John,,,,Clark,,,,2018,0,0,0,0,0,2,0,2
anc00230,"MCCUTCHAN, Frances (McCutchan)",Floyd,,,Frances,,,McCutchan,McCutchan,,,,2018,0,0,0,0,0,1,0,1
anc00231,"MCCUTCHAN, Samuel Sr.",Floyd,,,Samuel,,,,McCutchan,Sr.,,,2018,0,0,0,0,0,1,0,1
anc00232,"WATKINS, Edmund",Floyd,,,Edmund,,,,Watkins,,,,2018,0,0,0,0,0,1,0,1
anc00233,"BRANDENBURG, Jonathan",Harrison,,,Jonathan,,,,Brandenburg,,,,2018,0,0,0,0,0,2,0,2
anc00234,"BYRNE, Temple Cole",Harrison,,,Temple,,Cole,,Byrne,,,,2018,0,0,0,0,0,3,0,3
anc00235,"DEAN, Daniel",Harrison,,,Daniel,,,,Dean,,,,2018,0,0,0,0,0,3,0,3
anc00236,"DEAN, Nathaniel",Harrison,,,Nathaniel,,,,Dean,,,,2018,0,0,0,0,0,3,0,3
anc00237,"DEATON, Samuel",Harrison,,,Samuel,,,,Deaton,,,,2018,0,0,0,0,0,2,0,2
anc00238,"HARMON, Abraham",Harrison,,,Abraham,,,,Harmon,,,,2018,0,0,0,0,0,1,0,1
anc00239,"KINTNER, Adam",Harrison,,,Adam,,,,Kintner,,,,2018,0,0,0,0,0,3,0,3
anc00240,"MATHES, Alexander",Harrison,,,Alexander,,,,Mathes,,,,2018,0,0,0,0,0,1,0,1
anc00241,"PITMAN, David",Harrison,,,David,,,,Pitman,,,,2018,0,0,0,0,0,6,0,6
anc00242,"PITMAN, Isaac Edward",Harrison,,,Isaac,,Edward,,Pitman,,,,2018,0,0,0,0,0,1,0,1
anc00243,"RIPPERDAN, John",Harrison,,,John,,,,Ripperdan,,,,2018,0,0,0,0,0,2,0,2
anc00244,"STONECIPHER, Rebecca Ann (Rosenbarger)",Harrison,,,Rebecca,,Ann,Rosenbarger,Stonecipher,,,,2018,0,0,0,0,0,1,0,1
anc00245,"STONECIPHER, John",Harrison,,,John,,,,Stonecipher,,,,2018,0,0,0,0,0,2,0,2
anc00246,"WINDELL, Augustine III",Harrison,,,Augustine,,,,Windell,III,,,2018,0,0,0,0,0,1,0,1
anc00247,"WOODRUFF, Mary (Crane)",Floyd,,,Mary,,,Crane,Woodruff,,,,2013,2,0,0,0,0,0,0,2
anc00248,"JACOBS, Rebecca (Dowden)",Clark,,,Rebecca,,,Dowden,Jacobs,,,,2018,0,0,0,0,0,1,3,4
anc00249,"BLISS, Parley",Harrison,,,Parley,,,,Bliss,,,,2019,0,0,0,0,0,0,1,1
anc00250,"BLISS, James",Harrison,,,James,,,,Bliss,,,,2019,0,0,0,0,0,0,1,1
anc00251,"CRUM, John",Clark,,,John,,,,Crum,,,,2019,0,0,0,0,0,0,2,2
anc00252,"WRIGHT, Robert",Harrison,,,Robert,,,,Wright,,,,2019,0,0,0,0,0,0,3,3
anc00253,"SIMLER, John Jasper",Harrison,,,John,,Jasper,,Simler,,,,2019,0,0,0,0,0,0,1,1
anc00254,"JACOBS, Solomon",Clark,,,Solomon,,,,Jacobs,,,,2019,0,0,0,0,0,0,3,3
anc00255,"MCCUTCHEON, James H.",Floyd,,,James,,H.,,McCutcheon,,,,2019,0,0,0,0,0,0,1,1
anc00256,"MCCUTCHEON, William Eldon",Floyd,,,William,,Eldon,,McCutcheon,,,,2019,0,0,0,0,0,0,1,1
anc00257,"MCCUTCHEON, George Washington",Floyd,,,George,,Washington,,McCutcheon,,,,2019,0,0,0,0,0,0,1,1
anc00258,"BERKSHIRE, Henry",Harrison,,,Henry,,,,Berkshire,,,,2019,0,0,0,0,0,0,1,1
anc00259,"BERKSHIRE, John",Harrison,,,John,,,,Berkshire,,,,2019,0,0,0,0,0,0,1,1
anc00260,"BERKSHIRE, Elizabeth",Harrison,,,Elizabeth,,,,Berkshire,,,,2019,0,0,0,0,0,0,1,1
anc00261,"DENBO, Robert",Harrison,,,Robert,,,,Denbo,,,,2019,0,0,0,0,0,0,2,2
anc00262,"HISLEY, Jacob",Harrison,,,Jacob,,,,Hisley,,,,2019,0,0,0,0,0,0,2,2
anc00263,"ALLEN, John",Harrison,,,John,,,,Allen,,,,2019,0,0,0,0,0,0,1,1
anc00264,"CONRAD, Jacob",Harrison,,,Jacob,,,,Conrad,,,,2019,0,0,0,0,0,0,1,1
anc00265,"COTNER, Frederick",Harrison,,,Frederick,,,,Cotner,,,,2019,0,0,0,0,0,0,3,3
anc00266,"FLESHMAN, Ephraim Sr.",Harrison,,,Ephraim,,,,Fleshman,Sr.,,,2019,0,0,0,0,0,0,1,1
anc00267,"KELLER, John",Harrison,,,John,,,,Keller,,,,2019,0,0,0,0,0,0,1,1
anc00268,"KITTERMAN, Zachariah",Harrison,,,Zachariah,,,,Kitterman,,,,2019,0,0,0,0,0,0,2,2
anc00269,"LINGENFELTER, David",Harrison,,,David,,,,Lingenfelter,,,,2019,0,0,0,0,0,0,1,1
anc00270,"SIMS, James M.",Harrison,,,James,,M.,,Sims,,,,2019,0,0,0,0,0,0,1,1
anc00271,"SUMMERS, John",Harrison,,,John,,,,Summers,,,,2019,0,0,0,0,0,0,1,1
anc00272,"FAITH, Henry",Harrison,,,Henry,,,,Faith,,,,2019,0,0,0,0,0,0,1,1
anc00273,"LADUKE, John Cadet",Harrison,,,John,,Cadet,,LaDuke,,,,2019,0,0,0,0,0,0,2,2
anc00274,"LENTZ, Samuel",Clark,,,Samuel,,,,Lentz,,,,2019,0,0,0,0,0,0,1,1
anc00275,"LENTZ, Catherine (Shaefer)",Clark,,,Catherine,,,Shaefer,Lentz,,,,2019,0,0,0,0,0,0,1,1
anc00276,"HUCKLEBERRY, David E.",Clark,,,David,,E.,,Huckleberry,,,,2019,0,0,0,0,0,0,1,1
anc00277,"HUCKLEBERRY, Ann (Martin)",Clark,,,Ann,,,Martin,Huckleberry,,,,2019,0,0,0,0,0,0,1,1
anc00278,"GRAVES, Siltha",Floyd,,,Siltha,,,,Graves,,,,2019,0,0,0,0,0,0,1,1
anc00279,"SHANNON, Frederick",Floyd,,,Frederick,,,,Shannon,,,,2019,0,0,0,0,0,0,1,1
anc00280,"MORRIS, Maurice",Floyd,,,Maurice,,,,Morris,,,,2019,0,0,0,0,0,0,1,1
anc00281,"COLLINS, Christina (Byerly)",Floyd,,,Christina,,,Byerly,Collins,,,,2019,0,0,0,0,0,0,1,1
anc00282,"KEITH, Nehemiah",Harrison,,,Nehemiah,,,,Keith,,,,2019,0,0,0,0,0,0,1,1
anc00283,"SUMMERS, Joseph S. Sr.",Floyd,,,Joseph,,S.,,Summers,Sr.,,,2019,0,0,0,0,0,0,3,3
anc00284,"WOLFE, Henry Huff",Harrison,,,Henry,,Huff,,Wolfe,,,,2019,0,0,0,0,0,0,3,3
anc00285,"PINCHBACK, Mary",Clark,,,Mary,,,,Pinchback,,,,2019,0,0,0,0,0,0,1,1
anc00286,"RICHARDS, Isaac",Floyd,,,Isaac,,,,Richards,,,,2019,0,0,0,0,0,0,1,1
anc00287,"SYLVESTER, Emory",Clark,,,Emory,,,,Sylvester,,,"SYLVESTER, Margaret Ann (Scott)",2019,0,0,0,0,0,0,1,1
anc00288,"SYLVESTER, Margaret Ann (Scott)",Clark,,,Margaret,,Ann,Scott,Sylvester,,,"SYLVESTER, Emory",2019,0,0,0,0,0,0,1,1
anc00289,"SYLVESTER, James Madison",Clark,,,James,,Madison,,Sylvester,,,"SYLVESTER, Mary 'Polly' (Howard)",2019,0,0,0,0,0,0,1,1
anc00290,"SYLVESTER, Mary 'Polly' (Howard)",Clark,,,Mary,Polly,,Howard,Sylvester,,,"SYLVESTER, James Madison",2019,0,0,0,0,0,0,1,1
anc00291,"WRIGHT, George",Harrison,,,George,,,,Wright,,,,2019,0,0,0,0,0,0,1,1
anc00292,"ECKART, Christian",Harrison,,,Christian,,,,Eckart,,,,2019,0,0,0,0,0,0,1,1
anc00293,"BATMAN, Henry Alexander",Harrison,,,Henry,,Alexander,,Batman,,,,2019,0,0,0,0,0,0,1,1
